Restaurant ID,Restaurant name,Subzone,City,Overview,Metric,"02 Jun, 2026","03 Jun, 2026","04 Jun, 2026","05 Jun, 2026","06 Jun, 2026","07 Jun, 2026","08 Jun, 2026","09 Jun, 2026","10 Jun, 2026","11 Jun, 2026","12 Jun, 2026","13 Jun, 2026","14 Jun, 2026","15 Jun, 2026","16 Jun, 2026","17 Jun, 2026","18 Jun, 2026","19 Jun, 2026","20 Jun, 2026","21 Jun, 2026","22 Jun, 2026","23 Jun, 2026","24 Jun, 2026","25 Jun, 2026","26 Jun, 2026","27 Jun, 2026","28 Jun, 2026","29 Jun, 2026","30 Jun, 2026","01 Jul, 2026"
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Non-refunded complaints,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Total complaints - Poor packaging,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Total complaints - Poor quality,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Total complaints - Wrong order,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Total complaints - Missing items,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Self logs other ors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Lost sales (Rs),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Online %,100,100,100,100,100,100,100,100,83.06,81.59,99.49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,Offline time (in hours),0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,KPT (in minutes),12.83,15.29,10.4,0,0,9.96,15.075,32.23,17.83,24.33,25.58,7.75,17.4075,14.0067,14.738,7.6575,9.73,20.9367,5.8154,17.205,30.24,9.4538,17.502,10.5583,15.3757,10.68,13.968,12.62,13.1883,15.628
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer experience,FOR accuracy (%),60,50,100,0,0,100,100,100,100,100,100,50,75,66.7,62.5,40,75,83.3,57.1,88.9,100,87.5,100,100,100,75,57.1,60,66.7,83.3
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer funnel,Impressions,839,618,522,650,668,861,605,643,552,411,2115,1647,1996,1143,1058,1028,763,1145,1836,1373,1019,1304,1191,941,1213,1665,1792,1377,1253,1004
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer funnel,Impressions to menu (%),5.4,6.3,7.3,6.8,5.2,7.4,5,4.8,5.8,6.1,5.6,5,4.2,6.8,6.4,6.3,7.5,6.5,6,5.6,7.3,8.1,7.2,6.4,6.5,6.5,5.2,6.8,5.7,6.7
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer funnel,Menu opens,45,39,38,44,35,64,30,31,32,25,118,82,84,78,68,65,57,74,111,77,74,105,86,60,79,108,93,93,72,67
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer funnel,Menu to cart (%),26.7,46.2,26.3,40.9,28.6,29.7,33.3,32.3,31.3,40,22,31.7,20.2,39.7,45.6,41.5,42.1,40.5,42.3,48.1,41.9,35.2,34.9,43.3,39.2,36.1,39.8,38.7,41.7,43.3
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer funnel,Cart builds,12,18,10,18,10,19,10,10,10,10,26,26,17,31,31,27,24,30,47,37,31,37,30,26,31,39,37,36,30,29
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer funnel,Cart to orders (%),41.7,11.1,10,0,0,15.8,20,10,10,10,3.8,7.7,23.5,9.7,25.8,18.5,33.3,20,29.8,24.3,19.4,21.6,33.3,26.9,22.6,20.5,18.9,27.8,20,20.7
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer funnel,Placed Orders,5,2,1,0,0,3,2,1,1,1,1,2,4,3,8,5,8,6,14,9,6,8,10,7,7,8,7,10,6,6
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer segmentation,New user orders,3,0,0,0,0,0,1,1,0,0,0,2,0,0,3,4,2,3,5,7,3,4,2,4,3,4,5,4,2,4
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer segmentation,Repeat user orders,0,1,0,0,0,3,1,0,1,1,0,0,2,2,3,0,0,3,7,1,2,1,5,2,3,4,2,3,2,1
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer segmentation,Lapsed user orders,2,1,1,0,0,0,0,0,0,0,1,0,2,1,2,1,6,0,2,1,1,3,3,1,1,0,0,3,2,1
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer segmentation,Breakfast orders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer segmentation,Lunch orders,0,1,0,0,0,1,0,1,1,0,0,1,1,1,2,1,3,1,4,2,1,3,2,1,5,2,4,2,2,1
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer segmentation,Snacks orders,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer segmentation,Dinner orders,2,1,0,0,0,2,2,0,0,1,1,1,0,2,3,1,1,4,2,2,2,3,3,3,1,5,2,6,3,2
19461401,Alpha Biryani,Whitefield,Bengaluru,Customer segmentation,Late night orders,2,0,1,0,0,0,0,0,0,0,0,0,3,0,3,2,4,1,8,4,3,2,4,2,1,1,1,1,1,3
19461401,Alpha Biryani,Whitefield,Bengaluru,Ads,Sales from ads (Rs),0,0,0,0,0,0,0,0,0,0,568,476,1464,797.4,582.9,826.8,1399.2,2360.5099999999998,461,2300.4,1185.63,1867.9700000000003,1057.8,988.2,1298.8,872.2,1473.8,1147.6,1893.4,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Ads,Ads CTR (%),0,0,0,0,0,0,0,0,0,0,5.8,5.1,4.3,6.8,7.5,6.6,7.9,7.9,6.2,6.5,8.2,9.2,6.8,6.3,9.4,6.8,5.2,7.9,7.6,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Ads,Ads impressions,0,0,0,0,0,0,0,0,0,0,1721,1173,1361,755,604,592,403,559,1012,643,560,599,630,493,478,501,655,484,498,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Ads,Ads menu opens,0,0,0,0,0,0,0,0,0,0,100,60,58,51,45,39,32,44,63,42,46,55,43,31,45,34,34,38,38,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Ads,Ads orders,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,3,7,5,3,6,5,8,5,4,4,3,6,5,5,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Ads,Ads spend (Rs),0,0,0,0,0,0,0,0,0,0,252,168.00001525878906,84.00000762939453,147.00001525878906,147.00001525878906,147.00001525878906,126,126,126,63,147.00001525878906,147.00001525878906,147.00001525878906,136.50001525878906,115.5,115.5,73.50000762939453,136.50001525878906,94.50000762939453,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Ads,Ads ROI,0,0,0,0,0,0,0,0,0,0,2.8492063492063493,3.7857139418725567,20.99999809265154,5.775509604576308,5.693876959988657,6.93197206956803,17.6984126984127,23.58730158730159,6.753968253968254,54.46031746031746,12.047617797060825,18.33333143030995,10.578230194483108,9.794870699942374,14.718614718614718,11.445887445887445,27.224486969981605,15.084247398041398,25.661373589621764,0
19461401,Alpha Biryani,Whitefield,Bengaluru,Offers,Orders with offers,2032,396,0,0,0,0,194,168,442,386,568,476,1767,547.4,1869.5,879.8,1546.6,2541.67,2280,2680.4,1185.63,1867.97,1970.4,1595.4,1940.8,1946.4,1909.8,1777,1712.4,1088
19461401,Alpha Biryani,Whitefield,Bengaluru,Offers,Gross sales from offers (Rs),5,1,0,0,0,0,1,1,1,1,1,2,3,2,8,4,8,6,13,9,5,8,9,7,7,8,7,8,5,6
19461401,Alpha Biryani,Whitefield,Bengaluru,Offers,Discount given (Rs),540,150,0,0,0,0,80,80,150,150,150,160,450,231.5999984741211,1030.4999961853027,432.1999969482422,946.4000015258789,743.9899864196777,1684,1489.6000061035156,585.3700103759766,827.0300064086914,918.6000061035156,667.6000061035156,781.1999969482422,1100.6000061035156,767.1999969482422,1233,765.5999984741211,740
19461401,Alpha Biryani,Whitefield,Bengaluru,Offers,Effective discount (%),26.5748031496063,37.878787878787875,0,0,0,0,41.23711340206186,47.61904761904762,33.93665158371041,38.86010362694301,26.408450704225352,33.61344537815126,25.466893039049236,42.30909538632665,55.121690087472736,49.12480142588339,61.192293835859545,29.271699681240804,73.85964912280701,55.57379720843165,49.37206446912032,44.274266684136684,46.61997537158373,41.845304994821156,40.25144153412088,56.54541678475556,40.17174454566617,69.38660664040518,44.709179371571715,68.01470588235294
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Sales,Delivered orders,33,25,18,42,34,64,32,37,26,21,41,45,45,30,41,37,44,47,46,46,21,22,36,29,27,30,41,24,32,18
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Sales,Sales (Rs),12080.8994140625,9002.150390625,6353.2998046875,18195.849609375,13866.849609375,24653,10280.099609375,13834.4501953125,8860.099609375,7765.89990234375,15078.150390625,22153.650390625,20722.80078125,9892.0498046875,12480.099609375,15122.2001953125,15020.150390625,20689.599609375,17288.44921875,18128.5,7578.35009765625,7148.7998046875,13387.5498046875,13275.900390625,10219.5,13872.849609375,16481.75,8435.900390625,12893.849609375,7074.75
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Sales,Market share (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Average rating,3.8517000675201416,3.837599992752075,3.8413000106811523,3.847899913787842,3.848099946975708,3.8348000049591064,3.8401999473571777,3.8378000259399414,3.852400064468384,3.839099884033203,3.8401999473571777,3.825000047683716,3.822200059890747,3.8199000358581543,3.819999933242798,3.807800054550171,3.8080999851226807,3.7853000164031982,3.7760000228881836,3.7792999744415283,3.7916998863220215,3.788800001144409,3.788800001144409,3.7711000442504883,3.7762999534606934,3.7736001014709473,3.765700101852417,3.7553999423980713,3.7506000995635986,3.760999917984009
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Rated orders,1,1,1,4,2,3,6,3,1,2,1,4,5,4,3,5,3,3,4,1,1,2,4,3,2,2,1,1,3,3
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Bad orders,1,0,1,10,2,8,3,13,3,5,5,8,10,5,2,10,10,7,6,5,3,2,4,4,3,4,4,2,1,4
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Rejected orders,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,KPT+10 delayed orders,1,0,0,7,1,8,2,10,2,4,5,5,8,3,1,7,7,6,4,5,1,0,2,4,1,2,2,2,0,1
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Poor rated orders,0,0,1,2,0,0,1,3,0,2,1,3,2,2,1,2,3,0,1,0,1,1,1,0,1,1,1,0,1,3
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Total complaints,0,0,0,0,1,1,0,3,1,0,0,1,1,1,0,2,0,1,2,0,1,0,1,0,1,2,1,0,0,2
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Non-refunded complaints,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,1
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Total complaints - Poor packaging,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Total complaints - Poor quality,0,0,0,0,1,0,0,2,0,0,0,1,1,1,0,2,0,1,2,0,1,0,0,0,1,1,0,0,0,1
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Total complaints - Wrong order,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Total complaints - Missing items,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Self logs other ors,1,2,1,4,2,6,2,3,0,1,1,3,2,1,1,5,4,2,2,3,1,1,1,2,1,2,1,0,0,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Lost sales (Rs),0,0,0,716.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.75,0,0,0,0,0,0,0,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Online %,100,100,100,100,100,100,100,100,82.65,81.59,99.24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Offline time (in hours),0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,KPT (in minutes),16.061,12.6367,12.2807,15.0929,14.3147,16.2653,16.8326,20.9097,16.6787,19.3635,16.972,18.8605,20.1686,16.3124,16.6392,23.3763,18.3639,20.93,18.1513,20.3495,15.8243,13.434,12.6072,17.9908,17.5219,17.6274,15.7359,16.678,13.0781,17.5022
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,FOR accuracy (%),93.9,84,94.4,68.2,82.9,82.1,90.6,68.4,76.9,68.2,70.7,80.4,75.6,76.7,73.2,78.4,86.7,76.6,95.7,93.5,81,60.9,73.7,79.3,77.8,86.7,90.2,87.5,87.5,88.9
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer funnel,Impressions,2171,1425,1635,4311,6156,7578,4206,4172,4273,3572,4909,5709,8389,3986,3931,4859,3914,4948,6638,6154,3704,3735,3863,3456,4863,4622,6679,3859,4783,1940
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer funnel,Impressions to menu (%),10,9.4,7.4,7,6.4,6.6,6.9,7.2,6.5,5.9,7,6.2,6.1,6.9,8.1,7.5,7.4,7,6.6,5.8,6.1,7.3,7.9,7.9,6.8,6.7,6.8,7.1,7.2,7.7
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer funnel,Menu opens,217,134,121,301,397,498,290,299,276,212,344,355,510,274,319,362,291,344,435,355,227,273,307,274,330,308,457,275,342,150
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer funnel,Menu to cart (%),35.9,47,47.9,39.2,33.5,36.5,30,35.8,26.8,31.1,34.6,33.5,30.8,33.2,40.1,30.4,38.1,34.6,35.2,35.2,33.9,33,30.6,32.8,31.5,35.4,31.5,34.5,30.4,29.3
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer funnel,Cart builds,78,63,58,118,133,182,87,107,74,66,119,119,157,91,128,110,111,119,153,125,77,90,94,90,104,109,144,95,104,44
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer funnel,Cart to orders (%),42.3,39.7,31,37.3,26.3,36.8,36.8,35.5,35.1,33.3,34.5,38.7,28.7,33,32,33.6,40.5,39.5,30.1,36.8,27.3,25.6,40.4,32.2,26,27.5,28.5,25.3,30.8,40.9
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer funnel,Placed Orders,33,25,18,44,35,67,32,38,26,22,41,46,45,30,41,37,45,47,46,46,21,23,38,29,27,30,41,24,32,18
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer segmentation,New user orders,18,7,4,11,16,39,12,14,10,8,20,21,22,14,18,16,13,14,21,17,5,7,16,8,7,8,16,10,15,9
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer segmentation,Repeat user orders,12,13,11,20,13,20,16,17,14,10,17,19,13,15,16,16,25,26,19,24,12,13,14,13,14,18,15,9,15,6
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer segmentation,Lapsed user orders,3,5,3,13,6,8,4,7,2,4,4,6,10,1,7,5,7,7,6,5,4,3,8,8,6,4,10,5,2,3
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer segmentation,Breakfast orders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer segmentation,Lunch orders,7,9,2,6,6,15,10,7,8,5,7,10,6,4,7,6,8,15,11,18,3,5,8,4,4,10,13,5,7,1
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer segmentation,Snacks orders,2,1,2,4,3,8,1,0,0,0,1,4,2,1,5,2,3,1,1,7,1,3,8,1,4,1,0,1,1,1
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer segmentation,Dinner orders,17,8,13,27,18,25,12,19,14,15,28,12,26,15,16,17,22,24,21,16,11,10,13,17,13,14,17,11,17,8
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Customer segmentation,Late night orders,7,7,1,7,8,19,9,12,4,2,5,20,11,10,13,12,12,7,13,5,6,5,9,7,6,5,11,6,7,8
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Ads,Sales from ads (Rs),0,0,0,15793.349999999993,11864.649999999996,21489.699999999993,7202.850000000001,11187.349999999999,7557.950000000002,7188.500000000002,12161.450000000003,18560.7,16375.949999999999,7794.650000000002,8816.900000000003,13043.750000000002,13767.199999999997,17840.800000000003,14942.150000000003,14035.6,6686.850000000001,6025.450000000001,11584.699999999997,12266.000000000002,7961.350000000001,9941.35,14506.199999999995,7443.100000000002,8008.250000000001,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Ads,Ads CTR (%),0,0,0,7.3,6.5,6.7,6.4,7,6.6,6.1,6.9,5.9,5.9,6.7,8.2,7.8,7.6,7.3,6.5,5.9,6.4,7,7.9,8.4,7.1,7.2,6.9,7.4,7.2,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Ads,Ads impressions,0,0,0,3130,5213,6421,3553,3364,3576,2917,4091,4735,7149,3277,3218,3980,3144,4013,5517,4932,2902,2918,3019,2701,3745,3342,5091,2860,3755,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Ads,Ads menu opens,0,0,0,227,338,430,228,237,236,177,282,278,420,220,264,312,238,293,357,290,185,205,240,228,267,241,351,211,272,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Ads,Ads orders,0,0,0,35,30,58,24,28,23,19,35,35,34,24,32,31,39,40,38,34,18,19,31,26,21,23,35,21,23,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Ads,Ads spend (Rs),0,0,0,0,0,1923.7628173828125,1479.1695556640625,0,0,0,0,0,4678.34765625,1243.3729248046875,0,0,0,0,0,5429.54248046875,1087.7119140625,0,0,0,0,0,3928.9833984375,988.8983764648438,1279.77978515625,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Ads,Ads ROI,0,0,0,0,0,13.031232215052986,5.751876089810674,0,0,0,0,0,4.101875578734145,7.633268998109214,0,0,0,0,0,3.085158659363474,7.1995166171821765,0,0,0,0,0,4.34743501507104,8.787556140061008,7.377831803185744,0
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Offers,Orders with offers,12080.899,9002.15,6172.3,19325.15,13811.65,24961.4,10280.1,14216.55,8784.1,7979.6997,15078.15,22185.95,20512.8,9892.05,12480.1,15122.2,15285.9,20689.6,17288.45,18128.5,7578.35,7414.55,13288.649,13275.9,10219.5,13872.85,16481.75,8435.9,12893.85,7074.75
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Offers,Gross sales from offers (Rs),33,25,17,44,33,66,32,38,25,22,41,44,44,30,41,37,45,47,46,46,21,23,37,29,27,30,41,24,32,18
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Offers,Discount given (Rs),2036.100009918213,1475.8500175476074,996.7000160217285,3301.5499954223633,2255.3100204467773,4182.180034637451,1827.900016784668,2269.7000160217285,1475.7800064086914,1408.3000183105469,2465.8100147247314,3853.050022125244,3748.82000541687,2026.9500102996826,2724.900005340576,2490.3600177764893,2715.760025024414,3530.72003364563,3449.21000289917,3537.0200119018555,1309.630012512207,1349.4500188827515,2494.010009765625,2511.7600173950195,1906.4999914169312,2488.810010910034,2956.25,1386.100009918213,2374.110004425049,1327.999987602234
20017442,Mann Food Court,"ITPL Main Road, Whitefield",Bengaluru,Offers,Effective discount (%),16.85387768023411,16.39441637283225,16.14795210149697,17.08421372505338,16.329040749377967,16.75458896211686,17.780956277093885,15.965195826017927,16.800583691396632,17.64853403029232,16.35353110854946,17.367073115217075,18.27551510588222,20.490697583620953,21.833960389976713,16.46823865318512,17.76643806137856,17.065192658662028,19.95095082998171,19.510825561419068,17.281202314963455,18.200026359383617,18.76797206438736,18.919696167415818,18.655511438102952,17.940149868186744,17.936505528842506,16.4309670068961,18.412732243277098,18.77098113152032
20321016,MFC Juice And Cafe,"ITPL Main Road, Whitefield",Bengaluru,Sales,Delivered orders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20321016,MFC Juice And Cafe,"ITPL Main Road, Whitefield",Bengaluru,Sales,Sales (Rs),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.5,0,0,0,0,0,0
20321016,MFC Juice And Cafe,"ITPL Main Road, Whitefield",Bengaluru,Sales,Market share (%),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20321016,MFC Juice And Cafe,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Average rating,3.8759000301361084,3.875,3.873800039291382,3.8729000091552734,3.8719000816345215,3.8705999851226807,3.869499921798706,3.868000030517578,3.8666000366210938,3.8657000064849854,3.8645999431610107,3.863600015640259,3.8626999855041504,3.861799955368042,3.8610000610351562,3.860300064086914,3.859299898147583,3.858099937438965,3.857100009918213,3.8559000492095947,3.8543999195098877,3.854099988937378,3.853600025177002,3.852099895477295,3.851099967956543,3.8499999046325684,3.8487000465393066,3.8480000495910645,3.84689998626709,3.846299886703491
20321016,MFC Juice And Cafe,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Rated orders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20321016,MFC Juice And Cafe,"ITPL Main Road, Whitefield",Bengaluru,Customer experience,Bad orders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
